Wall time,Step,Value
1619581866.0163248,0,0.07588450610637665
1619581868.4729152,1,0.08575316518545151
1619581870.9221828,2,0.09249547123908997
1619581873.4790401,3,0.09567435830831528
1619581875.939711,4,0.10000134259462357
1619581878.3693063,5,0.10354448854923248
1619581880.9146166,6,0.10576338320970535
1619581883.3306189,7,0.10628565400838852
1619581885.896867,8,0.10552027821540833
1619581888.2695873,9,0.11266739666461945
1619581890.677428,10,0.11395550519227982
1619581893.223021,11,0.1144370287656784
1619581895.6347432,12,0.11476066708564758
1619581898.1727798,13,0.11461199820041656
1619581900.5586898,14,0.11539162695407867
1619581902.952994,15,0.11508256196975708
1619581905.5339441,16,0.11343775689601898
1619581907.918154,17,0.11328531056642532
1619581910.2727466,18,0.11381544917821884
1619581912.7737534,19,0.11387904733419418
1619581915.1797957,20,0.11256909370422363
1619581917.7304003,21,0.1134413629770279
1619581920.1284182,22,0.11311507225036621
1619581922.5751197,23,0.11654655635356903
1619581925.111405,24,0.12111227214336395
1619581927.506902,25,0.11220435798168182
1619581929.905897,26,0.11319922655820847
1619581932.3955398,27,0.11333621293306351
1619581934.7756226,28,0.11119358241558075
1619581937.327296,29,0.11404702067375183
1619581939.689489,30,0.11778023093938828
1619581942.0738428,31,0.12085564434528351
1619581944.646781,32,0.1240011602640152
1619581947.0285208,33,0.11835014820098877
1619581949.4742453,34,0.1176881194114685
1619581952.0106015,35,0.11890572309494019
1619581954.4013197,36,0.11886324733495712
1619581956.959602,37,0.11827991157770157
1619581959.3601243,38,0.11891983449459076
1619581961.7832685,39,0.11583532392978668
1619581964.3172612,40,0.11637929826974869
1619581966.7141893,41,0.11697816848754883
1619581969.0966074,42,0.11746852099895477
1619581971.6126232,43,0.11844345927238464
1619581974.0074096,44,0.11997977644205093
1619581976.5645194,45,0.12161988765001297
1619581978.9554977,46,0.12247931212186813
1619581981.3538964,47,0.12194745242595673
1619581983.9047456,48,0.12517352402210236
1619581986.3473709,49,0.13395503163337708
1619581988.9218724,50,0.14729346334934235
1619581991.4846752,51,0.14604556560516357
1619581993.8772533,52,0.1475089192390442
1619581996.4721727,53,0.14104366302490234
1619581998.8849237,54,0.1366088092327118
1619582001.2699125,55,0.1345231682062149
1619582003.8031588,56,0.13898436725139618
1619582006.213055,57,0.15640415251255035
1619582008.8279305,58,0.16998232901096344
