Wall time,Step,Value
1619123384.187598,0,0.5343422293663025
1619123389.8020046,1,0.550000011920929
1619123395.3620768,2,0.5805113911628723
1619123400.9213955,3,0.6022641658782959
1619123406.5358305,4,0.6299840807914734
1619123413.413785,5,0.652877688407898
1619123419.3078206,6,0.6696035265922546
1619123424.9703765,7,0.6629422903060913
1619123430.0120947,8,0.6609359979629517
1619123434.9533987,9,0.6508875489234924
1619123439.9053047,10,0.6459378004074097
1619123444.7647974,11,0.643750011920929
1619123449.983406,12,0.6533066034317017
1619123454.7656748,13,0.6530612111091614
1619123459.5839832,14,0.6435331106185913
1619123464.5008202,15,0.6528925895690918
1619123469.1597779,16,0.6516854166984558
1619123474.0837219,17,0.6549586653709412
1619123479.1413653,18,0.6531027555465698
1619123484.0021102,19,0.6537678241729736
1619123488.8687844,20,0.6551373600959778
1619123493.7165349,21,0.6517311334609985
1619123498.8093853,22,0.6502057909965515
1619123503.6505132,23,0.6502057909965515
1619123508.392079,24,0.6451612710952759
1619123513.5819964,25,0.6523517370223999
1619123518.5208123,26,0.6495375037193298
1619123523.5249765,27,0.6517311334609985
1619123528.6126428,28,0.6438923478126526
1619123533.4181533,29,0.6436781883239746
1619123538.0831888,30,0.6482617855072021
1619123542.8378966,31,0.6446961760520935
1619123547.7940032,32,0.6482051014900208
1619123552.6561923,33,0.6439628601074219
1619123557.4638655,34,0.6496945023536682
1619123562.5347958,35,0.6438923478126526
1619123567.2253072,36,0.6404145359992981
1619123571.9608974,37,0.6388309001922607
1619123577.004611,38,0.6387434601783752
1619123581.7432435,39,0.638164758682251
1619123586.4983654,40,0.643371045589447
1619123591.3369,41,0.6367431879043579
1619123596.3343792,42,0.6395833492279053
1619123601.1190827,43,0.638164758682251
1619123605.7980344,44,0.6359832882881165
1619123610.7638876,45,0.638164758682251
1619123615.4634776,46,0.6396676898002625
1619123620.2427754,47,0.6389178037643433
1619123625.3600183,48,0.6404145359992981
1619123630.150894,49,0.6360792517662048
1619123635.0143406,50,0.6368366479873657
1619123639.9106224,51,0.6411582231521606
1619123644.9285235,52,0.637499988079071
1619123649.7599258,53,0.6374085545539856
1619123654.6508393,54,0.6368366479873657
1619123659.7697847,55,0.6361746191978455
1619123664.606835,56,0.637499988079071
1619123669.4078424,57,0.6374085545539856
1619123674.5848446,58,0.637499988079071
1619123679.544296,59,0.6382536292076111
1619123684.2652044,60,0.6374085545539856
1619123689.1382039,61,0.6374085545539856
1619123694.1860602,62,0.6352201104164124
1619123699.0313432,63,0.637499988079071
1619123703.8134882,64,0.6345549821853638
1619123708.853942,65,0.6390041708946228
1619123713.6851318,66,0.6359832882881165
1619123718.6501832,67,0.637499988079071
1619123723.6761987,68,0.6359832882881165
1619123728.5527353,69,0.638164758682251
1619123733.348312,70,0.6366491913795471
1619123738.1956484,71,0.6367431879043579
1619123743.356004,72,0.638164758682251
1619123748.3468008,73,0.6367431879043579
1619123753.249902,74,0.6367431879043579
1619123758.5200703,75,0.6367431879043579
1619123763.3432546,76,0.6367431879043579
1619123768.0884807,77,0.6367431879043579
1619123773.0336022,78,0.6352201104164124
1619123777.7418513,79,0.6360792517662048
1619123782.5434532,80,0.6366491913795471
1619123787.2890162,81,0.6353186964988708
1619123792.3644505,82,0.6359832882881165
1619123797.3250275,83,0.6352201104164124
1619123802.2716784,84,0.6359832882881165
1619123807.18585,85,0.6366491913795471
1619123811.9072034,86,0.6359832882881165
1619123816.6417346,87,0.6352201104164124
1619123821.7949197,88,0.6353186964988708
1619123826.6009574,89,0.6323529481887817
1619123831.5934865,90,0.6359832882881165
1619123836.4830458,91,0.6352201104164124
1619123841.6025698,92,0.6352201104164124
1619123846.4494934,93,0.6323529481887817
1619123851.332279,94,0.6352201104164124
1619123856.3465803,95,0.6352201104164124
1619123861.242102,96,0.6337880492210388
1619123866.198342,97,0.6352201104164124
1619123871.3873568,98,0.6337880492210388
1619123876.4592826,99,0.6337880492210388
